chr19	6001712	6044647	2	2	1	1	0	14
chr19	6058002	6058242	1	1	1	16	0	40
chr19	6058326	6058427	1	1	1	17	0	44
chr19	6058573	6059143	1	1	1	103	0	44
chr19	6059200	6059348	1	1	1	127	0	49
chr19	6064655	6086265	2	2	1	0	1	43
chr19	6071981	6081490	1	1	0	0	1	18
chr19	6072704	6138330	2	2	0	1	1	16
chr19	6140925	6190080	1	1	1	0	1	21
chr19	6154552	6201006	1	1	0	0	1	22
chr19	6193637	6201006	1	1	1	0	2	38
chr19	6249416	6252169	1	1	1	1	0	16
chr19	6873364	6879228	1	1	1	1	0	43
chr19	6878351	6891635	1	1	1	0	1	18
chr19	6888051	6891652	1	1	1	0	1	37
chr19	6891425	6891652	1	1	0	1	0	31
chr19	6895375	6895459	1	1	1	1	0	19
chr19	6906952	6907065	2	2	1	6	0	45
chr19	6907128	6907241	2	2	1	3	0	39
chr19	6907281	6907541	2	2	1	2	0	19
chr19	6910674	6910751	1	1	1	4	0	33
chr19	6976891	6976981	1	1	1	2	0	26
chr19	6977935	6978010	2	2	1	6	0	36
chr19	6978047	6978389	2	2	1	6	0	36
chr19	6978437	6978557	2	2	1	2	0	26
chr19	6986487	6986773	2	2	1	1	0	35
chr19	6988109	6988188	2	2	1	2	0	10
chr19	7011536	7011742	1	1	1	0	3	19
chr19	7022928	7053476	2	2	1	1	0	28
chr19	7042501	7043006	1	1	1	2	1	38
chr19	7210328	7213943	1	1	1	1	2	41
chr19	7212752	7252769	1	1	1	1	2	37
chr19	7212954	7246601	1	1	1	0	1	35
chr19	7215485	7217398	2	2	1	5	0	27
chr19	7224149	7250740	2	2	1	0	1	13
chr19	7359170	7361669	1	1	1	0	3	24
chr19	7368986	7380849	1	1	1	0	1	37
chr19	7401225	7445305	2	2	1	0	1	21
chr19	8002985	8038370	1	1	1	0	3	13
chr19	8011852	8038370	1	1	1	0	3	13
chr19	8044747	8081246	1	1	1	1	0	16
chr19	8650284	8680586	2	2	1	1	0	25
chr19	8676604	8701192	2	2	1	0	1	25
chr19	8725257	8725484	1	1	1	1	0	10
chr19	8725524	8725781	1	1	1	1	0	39
chr19	8725827	8726066	1	1	1	1	0	7
chr19	8726103	8726238	1	1	1	2	0	36
chr19	8739503	8739818	1	1	1	1	0	12
chr19	8773107	8774334	2	2	1	1	0	33
chr19	8793660	8794135	2	2	1	1	0	23
chr19	8847548	8847666	1	1	1	2	0	42
chr19	8847734	8847913	1	1	1	1	0	39
chr19	8847983	8848080	1	1	1	3	0	26
chr19	8848162	8848463	1	1	1	4	0	29
chr19	8862294	8867547	1	1	1	0	1	22
chr19	8864844	9083644	1	1	1	4	1	32
chr19	8872115	8872217	1	1	1	1	0	44
chr19	8874256	8875159	1	1	1	1	0	22
chr19	8875353	8875521	1	1	1	5	0	22
chr19	8876036	8890314	2	2	1	0	1	42
chr19	8878184	8892715	2	2	1	0	2	39
chr19	8878229	8892760	1	1	1	0	1	24
chr19	8888468	8888749	2	2	1	3	0	25
chr19	8906455	8943872	1	1	1	1	0	27
chr19	8977491	8977584	1	1	1	6	0	44
chr19	8977710	8977943	1	1	1	15	0	40
chr19	9021657	9062501	2	2	1	1	0	18
chr19	9024657	9051863	2	2	1	1	0	14
chr19	9083812	9085187	2	2	1	393	0	45
chr19	9085376	9087846	2	2	1	47	2	44
chr19	9134988	9135514	2	2	1	1	0	15
chr19	9684706	9686424	1	1	1	0	1	37
chr19	9984328	9984559	1	1	1	2	0	19
chr19	9984686	9984780	1	1	1	35	0	43
chr19	10204265	10206423	1	1	1	5	0	29
chr19	10206534	10207163	1	1	1	4	0	45
chr19	10207301	10207716	1	1	1	6	0	33
chr19	10257492	10354419	1	3	1	2	0	31
chr19	10416447	10416475	1	1	1	1	0	26
chr19	10512456	10514230	1	1	1	1	1	28
chr19	10571269	10571528	2	2	1	1	0	33
chr19	11198507	11263188	0	0	1	41	282	41
chr19	11543272	11586016	1	1	1	1	0	31
chr19	11655167	11673696	2	2	1	0	1	17
chr19	11935346	11951568	1	1	1	0	1	45
chr19	11949104	11984849	2	2	1	1	0	30
chr19	12038046	12038077	1	3	1	0	1	30
chr19	12038128	12038153	1	1	1	0	1	18
chr19	12038128	12038359	1	1	1	0	1	18
chr19	12038128	12038475	1	1	1	0	1	18
chr19	12038128	12038489	1	1	1	0	1	18
chr19	12038128	12038503	1	1	1	0	1	18
chr19	12038128	12038517	1	1	1	0	1	18
chr19	12776995	12777941	2	2	1	2	0	7
chr19	12778047	12778623	2	2	1	1	0	29
chr19	12778661	12778892	2	2	1	1	0	24
chr19	12833799	12846971	1	1	1	4	0	14
chr19	14460899	14490276	1	1	1	1	0	27
chr19	14965070	14988811	1	1	1	1	0	47
chr19	15707845	15719887	2	2	1	1	0	22
chr19	16539219	16550783	2	2	1	1	0	30
chr19	16760037	16762148	2	2	1	4	0	43
chr19	16762192	16766496	2	2	1	2	0	39
chr19	18421755	18466677	1	1	1	0	2	14
chr19	18440768	18466677	1	1	1	0	1	14
chr19	18491884	18572700	2	2	1	11	2	40
chr19	18930877	18937905	1	3	1	1	0	17
chr19	19592656	19595470	2	2	1	1	0	43
chr19	21279751	21280422	1	1	1	1	0	33
chr19	21594047	21596239	1	1	1	0	1	17
chr19	21674327	21688874	1	1	1	0	1	23
chr19	22721289	22723346	2	2	1	0	2	35
chr19	23254749	23257487	2	2	1	1	0	44
chr19	23569878	23571238	1	1	1	1	0	12
chr19	24312808	24323475	2	2	1	6	1	30
chr19	24684575	24709227	2	2	1	1	0	32
chr19	25505172	25531074	1	1	1	1	0	13
chr19	25531120	25539086	1	1	1	1	2	43
chr19	25531132	25539099	1	1	1	0	1	22
chr19	26644348	26660165	1	1	1	1	0	19
chr19	26649158	26651548	1	1	1	2	0	5
chr19	26748504	26749851	1	1	1	1	0	17
chr19	27390314	27394237	2	2	1	1	0	32
chr19	27774215	27876212	1	1	1	4	0	15
chr19	28585747	28597083	1	1	1	1	1	37
chr19	28773368	28815492	2	2	1	1	0	36
chr19	29997974	30020773	2	2	1	0	1	22
chr19	30181310	30184938	1	1	1	0	1	35
chr19	30181310	30196608	1	1	1	0	1	35
chr19	30181310	30230456	1	1	1	0	1	35
chr19	30290423	30300299	2	2	1	1	0	20
chr19	30518168	30531759	1	1	1	0	1	12
chr19	31276700	31286002	2	2	1	0	4	42
chr19	31277112	31314483	1	1	1	1	0	25
chr19	31685288	31730269	1	1	1	1	0	37
chr19	32439087	32439154	2	2	1	1	0	35
chr19	32651388	32683259	1	1	1	1	1	22
chr19	32683288	32714578	1	1	1	1	0	28
chr19	32699909	32717618	2	2	1	0	2	13
chr19	32699909	32747056	2	2	1	0	2	13
chr19	32720581	32734982	2	2	1	1	1	19
chr19	32720977	32764036	2	2	1	1	0	31
chr19	33085479	33085544	1	1	1	1	0	41
chr19	34241811	34243316	2	2	1	38	0	43
chr19	34266373	34274213	2	2	1	0	1	12
chr19	34450310	34450892	1	1	1	2	1	36
chr19	35209854	35222772	1	1	1	0	1	31
chr19	35361540	35409551	1	1	1	1	0	36
chr19	35705269	35757005	2	2	1	3	0	39
chr19	36812989	36827137	2	2	1	0	1	29
chr19	36854958	36857802	1	1	1	1	0	23
chr19	37153195	37203070	2	2	1	1	0	14
chr19	37259862	37307165	1	1	1	0	1	12
chr19	37484288	37508956	2	2	1	1	2	17
chr19	37872875	37873014	1	1	1	1	0	35
chr19	38116910	38118271	2	2	1	4	0	43
chr19	38516272	38529973	2	2	1	0	5	29
chr19	38842391	38849157	2	2	1	1	0	21
chr19	38865740	38882658	1	1	1	1	0	19
chr19	39116801	39122817	2	2	1	0	2	31
chr19	39220806	39235516	1	3	1	1	0	13
chr19	39341081	39352404	1	1	1	0	1	42
chr19	39341081	39354384	1	1	1	0	1	42
chr19	39341081	39356365	1	1	1	0	1	42
chr19	40957467	40962421	1	1	1	1	0	14
chr19	41018429	41276949	1	1	1	5	1	16
chr19	41245522	41246642	2	2	1	1	0	18
chr19	41410405	41439666	1	1	1	1	0	24
chr19	41448370	41463657	1	1	1	0	3	48
chr19	41475906	41479052	2	2	1	1	0	23
chr19	41494330	41516892	2	2	1	1	0	24
chr19	41554501	41569412	1	1	1	0	1	44
chr19	41903096	41917082	2	2	1	1	5	12
chr19	41903244	41911401	2	2	1	1	0	39
chr19	41904216	41904603	1	1	1	0	3	24
chr19	41925768	41936568	2	2	1	2	0	38
chr19	41949012	41967149	1	1	1	0	1	22
chr19	42059684	42065986	2	2	1	0	5	37
chr19	42155519	42162876	2	2	1	0	1	16
chr19	42160145	42253404	1	1	1	0	3	16
chr19	42998832	43047142	2	2	1	1	0	17
chr19	43007544	43047142	2	2	1	1	0	14
chr19	43049598	43082593	2	2	1	1	0	32
chr19	43852946	43885025	2	2	1	0	1	16
chr19	44059177	44061842	2	2	1	1	0	17
chr19	44150024	44163169	2	2	1	3	2	18
chr19	44550413	44552697	2	2	1	3	0	35
chr19	44552854	44553668	2	2	1	2	0	23
chr19	44978242	44983912	1	1	1	1	1	32
chr19	45060199	45063120	2	2	1	10	2	22
chr19	45076237	45076663	1	1	1	1	0	24
chr19	45137851	45186640	2	2	1	9	2	17
chr19	45186655	45220041	2	2	1	0	1	15
chr19	45190031	45220041	2	2	1	0	1	15
chr19	45202993	45220041	2	2	1	0	1	15
chr19	45203004	45215257	2	2	1	1	0	16
chr19	45269508	45285747	2	2	1	1	0	45
chr19	45285988	45335322	1	1	1	0	1	30
chr19	45285993	45335322	1	1	1	0	1	30
chr19	45335341	45358506	1	1	0	0	1	12
chr19	45353637	45367750	2	2	1	1	0	33
chr19	45396398	45431364	1	1	1	1	0	40
chr19	45577096	45577470	1	1	1	1	0	35
chr19	45654711	45670992	1	1	1	0	1	21
chr19	45748052	45748163	2	2	1	4	0	38
chr19	45748281	45748545	2	2	1	2	0	16
chr19	45748870	45749056	2	2	1	1	0	32
chr19	45809166	45840901	1	1	1	1	0	29
chr19	45834617	45840901	1	1	1	0	2	44
chr19	45969830	45986420	1	1	0	1	0	20
chr19	45991705	46001996	2	2	1	1	0	18
chr19	45992551	46019633	2	2	1	1	1	26
chr19	46011983	46048596	1	1	1	0	1	25
chr19	46051268	46054130	1	1	1	0	2	21
chr19	46091239	46102867	1	1	1	0	1	35
chr19	46311693	46311772	1	1	1	1	0	11
chr19	46330835	46330919	2	2	1	1	0	14
chr19	46330981	46331051	2	2	1	1	0	15
chr19	46531387	46542351	2	2	1	1	0	26
chr19	46539188	46567018	2	2	1	3	3	22
chr19	46553090	46557594	1	1	1	0	3	12
chr19	46586092	46600971	1	1	1	0	1	14
chr19	46699782	46700774	1	1	1	1	0	18
chr19	46700796	46701514	1	1	1	2	0	21
chr19	46954216	46998918	2	2	1	1	0	21
chr19	47083570	47085954	2	2	1	4	0	37
chr19	47086048	47086133	2	2	1	6	0	40
chr19	47086230	47090572	2	2	1	4	0	28
chr19	47092901	47093750	1	1	1	1	0	3
chr19	47469613	47475601	1	1	1	0	3	43
chr19	47469613	47482265	1	1	1	0	2	19
chr19	47606781	47615754	2	2	1	1	0	24
chr19	47725408	47766467	2	2	1	1	0	21
chr19	47732989	47733518	1	1	1	2	0	38
chr19	47863483	47864296	1	1	1	1	0	21
chr19	48328785	48368441	1	1	0	1	0	37
chr19	50659456	50680689	2	2	1	0	1	4
chr19	52937461	52949439	1	1	1	1	0	13
chr19	52947194	53028708	2	2	1	2	0	20
chr19	53576864	53590566	2	2	1	1	0	14
chr19	53593975	53608476	2	2	1	0	1	24
chr19	53621907	53622603	1	1	1	1	0	14
chr19	53623589	53624948	1	1	1	1	0	13
chr19	53631638	53633958	1	1	1	1	0	41
chr19	53737984	53744290	1	1	1	1	0	27
chr19	53903489	53907448	1	1	1	1	0	26
chr19	55391869	55498510	1	1	1	1	0	34
chr19	55499305	55623816	1	1	1	1	0	5
chr19	55742531	55742775	1	1	1	1	0	11
chr19	56807086	56807977	2	2	1	1	0	38
chr19	57079722	57138061	0	0	1	50	169	44
chr19	57097032	57097116	1	1	1	0	3	34
chr19	57097032	57097120	1	1	1	0	3	34
chr19	57097032	57097124	1	1	1	0	3	34
chr19	57097032	57097128	1	1	1	0	3	34
chr19	57097032	57097132	1	1	1	0	1	25
chr19	57097032	57097136	1	1	1	0	1	25
chr19	57097036	57097116	1	1	1	0	3	30
chr19	58939856	58956308	2	2	1	1	0	18
chr19	58956402	58977690	2	2	1	0	1	12
chr19	59138330	59148230	2	2	1	0	1	27
chr19	59429803	59477937	1	1	1	0	1	22
chr19	60221305	60224864	2	2	1	1	0	21
chr19	60223005	60226309	2	2	1	1	0	37
chr19	60355689	60398668	2	2	1	3	1	37
chr19	60813955	60840511	2	2	1	0	1	35
chr19	60839051	60842118	2	2	1	1	0	15
chr19	61097655	61111387	1	1	1	0	1	12
chr19	61135130	61158723	1	1	1	0	3	15
